url,deapth,title,authors,source,number and pages,doi,published,citation,metric,abstract,references
https://dl.acm.org/doi/10.1145/2996913.2996996,2,,[],,,,,,,,[]
https://dl.acm.org/doi/10.1145/2996913.2996996,2,Multiscale image segmentation by integrated edge and region detection,"['M. Tabb', 'N. Ahuja']",IEEE Transactions on Image Processing,,https://doi.org/10.1109/83.568922,01 May 1997,30,0,"This paper is concerned with the detection of low-level structure in images. It describes an algorithm for image segmentation at multiple scales. The detected regions are homogeneous and surrounded by closed edge contours. Previous approaches to multiscale segmentation represent an image at different scales using a scale-space. However, structure is only represented implicitly in this representation, structures at coarser scales are inherently smoothed, and the problem of structure extraction is unaddressed. This paper argues that the issues of scale selection and structure detection cannot be treated separately. A new concept of scale is presented that represents image structures at different scales, and not the image itself. This scale is integrated into a nonlinear transform which makes structure explicit in the transformed domain. Structures that are stable (locally invariant) to changes in scale are identified as being perceptually relevant. The transform can be viewed as collecting spatially distributed evidence for edges and regions, and making it available at contour locations, thereby facilitating integrated detection of edges and regions without restrictive models of geometry or homogeneity. In this sense, it performs Gestalt analysis. All scale parameters of the transform are automatically determined, and the structure of any arbitrary geometry can be identified without any smoothing, even at coarse scales",[]
https://dl.acm.org/doi/10.1145/2996913.2996996,2,Bilateral Filtering for Gray and Color Images,"['C. Tomasi', 'R. Manduchi']",ICCV '98: Proceedings of the Sixth International Conference on Computer Vision,,,04 January 1998,793,0,"Bilateral filtering smooths images while preserving edges, by means of a nonlinear combination of nearby image values. The method is noniterative, local, and simple. It combines gray levels or colors based on both their geometric closeness and their photometric similarity, and prefers near values to distant values in both domain and range. In contrast with filters that operate on the three bands of a color image separately, a bilateral filter can enforce the perceptual metric underlying the CIE-Lab color space, and smooth colors and preserve edges in a way that is tuned to human perception. Also, in contrast with standard filtering, bilateral filtering produces no phantom colors along edges in color images, and reduces phantom colors where they appear in the original image.",[]
https://dl.acm.org/doi/10.1145/2996913.2996996,2,The Cascaded Hough Transform as an Aid in Aerial Image Interpretation,"['T. Tuytelaars', 'L. Van Gool', 'M. Proesmans', 'T. Moons']",ICCV '98: Proceedings of the Sixth International Conference on Computer Vision,,,04 January 1998,13,0,"Cartography and other applications of remote sensing have led to an increased interest in the(semi-)automatic interpretation of structures in aerial images of urban and suburban areas. Although these areas are particularly challenging because of their complexity, the degree of regularity in such man-made structures also helps to tackle the problems. The paper presents the iterated application of the Hough transform as a means to exploit such regularities. It shows how such ""Cascaded Hough Transform""(or CHT for short) yields straight lines, vanishing points, and vanishing lines. It also illustrates how the latter assist in improving the precision of the former. The examples are based on real aerial photographs.",[]
https://dl.acm.org/doi/10.1145/2996913.2996996,2,A new approach to clustering,"['R. Wilson', 'M. Spann']",Pattern Recognition,,,01 November 1990,8,0,No abstract available.,[]
https://dl.acm.org/doi/10.1145/2996913.2996996,2,Pfinder: Real-Time Tracking of the Human Body,"['Christopher Richard Wren', 'Ali Azarbayejani', 'Trevor Darrell', 'Alex Paul Pentland']",IEEE Transactions on Pattern Analysis and Machine Intelligence,,https://doi.org/10.1109/34.598236,01 July 1997,689,0,"Pfinder is a real-time system for tracking people and interpreting their behavior. It runs at 10Hz on a standard SGI Indy computer, and has performed reliably on thousands of people in many different physical locations. The system uses a multiclass statistical model of color and shape to obtain a 2D representation of head and hands in a wide range of viewing conditions. Pfinder has been successfully used in a wide range of applications including wireless interfaces, video databases, and low-bandwidth coding.","['https://dl.acm.org/doi/10.1109/34.387503', 'https://dl.acm.org/doi/10.1109/34.334396', 'https://dl.acm.org/doi/10.1109/34.391395', 'https://dl.acm.org/doi/10.1007/s005300050046', 'https://dl.acm.org/doi/10.1109/34.216727', 'https://dl.acm.org/doi/10.1109/34.85661', 'https://dl.acm.org/doi/10.5555/200241.200246', 'https://dl.acm.org/doi/10.1109/34.531801']"
https://dl.acm.org/doi/10.1145/2996913.2996996,2,"Region Competition: Unifying Snakes, Region Growing, and Bayes/MDL for Multiband Image Segmentation","['Song Chun Zhu', 'Alan Yuille']",IEEE Transactions on Pattern Analysis and Machine Intelligence,,https://doi.org/10.1109/34.537343,01 September 1996,327,0,"We present a novel statistical and variational approach to image segmentation based on a new algorithm named region competition. This algorithm is derived by minimizing a generalized Bayes/MDL criterion using the variational principle. The algorithm is guaranteed to converge to a local minimum and combines aspects of snakes/balloons and region growing. Indeed the classic snakes/balloons and region growing algorithms can be directly derived from our approach. We provide theoretical analysis of region competition including accuracy of boundary location, criteria for initial conditions, and the relationship to edge detection using filters. It is straightforward to generalize the algorithm to multiband segmentation and we demonstrate it on gray level images, color images and texture images. The novel color model allows us to eliminate intensity gradients and shadows, thereby obtaining segmentation based on the albedos of objects. It also helps detect highlight regions.","['https://dl.acm.org/doi/10.1109/34.295913', 'https://dl.acm.org/doi/10.5555/30394', 'https://dl.acm.org/doi/10.1109/TPAMI.1986.4767851', 'https://dl.acm.org/doi/10.1016/1049-9660(91)90028-N', 'https://dl.acm.org/doi/10.5555/92131', 'https://dl.acm.org/doi/10.1007/BF00115697', 'https://dl.acm.org/doi/10.1109/TPAMI.1984.4767596', 'https://dl.acm.org/doi/10.1109/34.56204', 'https://dl.acm.org/doi/10.1109/TPAMI.1984.4767505', 'https://dl.acm.org/doi/10.5555/59551', 'https://dl.acm.org/doi/10.1007/BF00137441', 'https://dl.acm.org/doi/10.1137/0731015', 'https://dl.acm.org/doi/10.1109/34.50626', 'https://dl.acm.org/doi/10.1007/BF01679685', 'https://dl.acm.org/doi/10.5555/193183', 'https://dl.acm.org/doi/10.1007/BF00127812', 'https://dl.acm.org/doi/10.1016/0005-1098(78)90005-5', 'https://dl.acm.org/doi/10.5555/534247', 'https://dl.acm.org/doi/10.1007/BF01427153', 'https://dl.acm.org/doi/10.1016/0031-3203(89)90010-1', 'https://dl.acm.org/doi/10.5555/889385', 'https://dl.acm.org/doi/10.1109/TPAMI.1984.4767599', 'https://dl.acm.org/doi/10.5555/247372.247375', 'https://dl.acm.org/doi/10.5555/794190.794527']"
https://dl.acm.org/doi/10.1145/2996913.2996996,2,"Gaussian mixture density modeling, decomposition, and applications","['Xinhua Zhuang', 'Yan Huang', 'K. Palaniappan', 'Yunxin Zhao']",IEEE Transactions on Image Processing,,https://doi.org/10.1109/83.535841,01 September 1996,24,0,"We present a new approach to the modeling and decomposition of Gaussian mixtures by using robust statistical methods. The mixture distribution is viewed as a contaminated Gaussian density. Using this model and the model-fitting (MF) estimator, we propose a recursive algorithm called the Gaussian mixture density decomposition (GMDD) algorithm for successively identifying each Gaussian component in the mixture. The proposed decomposition scheme has advantages that are desirable but lacking in most existing techniques. In the GMDD algorithm the number of components does not need to be specified a priori, the proportion of noisy data in the mixture can be large, the parameter estimation of each component is virtually initial independent, and the variability in the shape and size of the component densities in the mixture is taken into account. Gaussian mixture density modeling and decomposition has been widely applied in a variety of disciplines that require signal or waveform characterization for classification and recognition. We apply the proposed GMDD algorithm to the identification and extraction of clusters, and the estimation of unknown probability densities. Probability density estimation by identifying a decomposition using the GMDD algorithm, that is, a superposition of normal distributions, is successfully applied to automated cell classification. Computer experiments using both real data and simulated data demonstrate the validity and power of the GMDD algorithm for various models and different noise assumptions",[]
https://dl.acm.org/doi/10.1145/2996913.2996996,2,Learning to rank: from pairwise approach to listwise approach,"['Zhe Cao', 'Tao Qin', 'Tie-Yan Liu', 'Ming-Feng Tsai', 'Hang Li']",ICML '07: Proceedings of the 24th international conference on Machine learning,,https://doi.org/10.1145/1273496.1273513,20 June 2007,"1,339","7,567","The paper is concerned with learning to rank, which is to construct a model or a function for ranking objects. Learning to rank is useful for document retrieval, collaborative filtering, and many other applications. Several methods for learning to rank have been proposed, which take object pairs as 'instances' in learning. We refer to them as the pairwise approach in this paper. Although the pairwise approach offers advantages, it ignores the fact that ranking is a prediction task on list of objects. The paper postulates that learning to rank should adopt the listwise approach in which lists of objects are used as 'instances' in learning. The paper proposes a new probabilistic method for the approach. Specifically it introduces two probability models, respectively referred to as permutation probability and top k probability, to define a listwise loss function for learning. Neural Network and Gradient Descent are then employed as model and algorithm in the learning method. Experimental results on information retrieval show that the proposed listwise approach performs better than the pairwise approach.","['https://dl.acm.org/doi/10.5555/553876', 'https://dl.acm.org/doi/10.1145/1102351.1102363', 'https://dl.acm.org/doi/10.1145/1148170.1148205', 'https://dl.acm.org/doi/10.1145/1273496.1273513', 'https://dl.acm.org/doi/10.5555/302528.302736', 'https://dl.acm.org/doi/10.5555/645527.756505', 'https://dl.acm.org/doi/10.5555/188490.188557', 'https://dl.acm.org/doi/10.1145/345508.345545', 'https://dl.acm.org/doi/10.5555/299094.299104', 'https://dl.acm.org/doi/10.1145/775047.775067', 'https://dl.acm.org/doi/10.5555/645531.655830', 'https://dl.acm.org/doi/10.1145/1008992.1009006', 'https://dl.acm.org/doi/10.1145/1277741.1277791', 'https://dl.acm.org/doi/10.1145/1277741.1277808']"
https://dl.acm.org/doi/10.1145/2996913.2996996,2,Probabilistic retrieval based on staged logistic regression,"['William S. Cooper', 'Fredric C. Gey', 'Daniel P. Dabney']",SIGIR '92: Proceedings of the 15th annual international ACM SIGIR conference on Research and development in information retrieval,,https://doi.org/10.1145/133160.133199,01 June 1992,76,"1,352","The goal of a probabilistic retrieval system design is to rank the elements of the search universe in descending order of their estimated probability of usefulness to the user. Previously explored methods for computing such a ranking have involved the use of statistical independence assumptions and multiple regression analysis on a learning sample. In this paper these techniques are recombined in a new way to achieve greater accuracy of probabilistic estimate without undue additional computational complexity. The novel element of the proposed design is that the regression analysis be carried out in two or more levels or stages. Such an approach allows composite or grouped retrieval clues to be analyzed in an orderly manner -- first within groups, and then between. It compensates automatically for systematic biases introduced by the statistical simplifying assumptions, and gives rise to search algorithms of reasonable computational efficiency.","['https://dl.acm.org/doi/10.1145/253495.253505', 'https://dl.acm.org/doi/10.1016/0306-4573(92)90094-G', 'https://dl.acm.org/doi/10.1145/322047.322053', 'https://dl.acm.org/doi/10.1145/122860.122866', 'https://dl.acm.org/doi/10.5555/911164', 'https://dl.acm.org/doi/10.1145/65943.65944', 'https://dl.acm.org/doi/10.1145/125187.125189', 'https://dl.acm.org/doi/10.1145/122860.122865', 'https://dl.acm.org/doi/10.1145/321033.321035', 'https://dl.acm.org/doi/10.5555/539571', 'https://dl.acm.org/doi/10.5555/539927', 'https://dl.acm.org/doi/10.1145/321921.321930']"
https://dl.acm.org/doi/10.1145/2996913.2996996,2,An efficient boosting algorithm for combining preferences,"['Yoav Freund', 'Raj Iyer', 'Robert E. Schapire', 'Yoram Singer']",The Journal of Machine Learning Research,,,01 December 2003,592,"3,536","We study the problem of learning to accurately rank a set of objects by combining a given collection of ranking or preference functions. This problem of combining preferences arises in several applications, such as that of combining the results of different search engines, or the ""collaborative-filtering"" problem of ranking movies for a user based on the movie rankings provided by other users. In this work, we begin by presenting a formal framework for this general problem. We then describe and analyze an efficient algorithm called RankBoost for combining preferences based on the boosting approach to machine learning. We give theoretical results describing the algorithm's behavior both on the training data, and on new test data not seen during training. We also describe an efficient implementation of the algorithm for a particular restricted but common case. We next discuss two experiments we carried out to assess the performance of RankBoost. In the first experiment, we used the algorithm to combine different web search strategies, each of which is a query expansion for a given domain. The second experiment is a collaborative-filtering task for making movie recommendations.",[]
https://dl.acm.org/doi/10.1145/2996913.2996996,2,Optimum polynomial retrieval functions based on the probability ranking principle,"['Robert B. Allen', 'Norbert Fuhr']",ACM Transactions on Information Systems (TOIS),,https://doi.org/10.1145/65943.65944,01 July 1989,104,"1,159","We show that any approach to developing optimum retrieval functions is based on two kinds of assumptions: first, a certain form of representation for documents and requests, and second, additional simplifying assumptions that predefine the type of the retrieval function. Then we describe an approach for the development of optimum polynomial retrieval functions: request-document pairs (fl, dm) are mapped onto description vectors x(fl, dm), and a polynomial function e(x) is developed such that it yields estimates of the probability of relevance P(R | x (fl, dm) with minimum square errors. We give experimental results for the application of this approach to documents with weighted indexing as well as to documents with complex representations. In contrast to other probabilistic models, our approach yields estimates of the actual probabilities, it can handle very complex representations of documents and requests, and it can be easily applied to multivalued relevance scales. On the other hand, this approach is not suited to log-linear probabilistic models and it needs large samples of relevance feedback data for its application.",[]
https://dl.acm.org/doi/10.1145/2996913.2996996,2,The mass appraisal of the real estate by computational intelligence,"['Vilius Kontrimas', 'Antanas Verikas']",Applied Soft Computing,,https://doi.org/10.1016/j.asoc.2009.12.003,01 January 2011,20,0,"Mass appraisal is the systematic appraisal of groups of properties as of a given date using standardized procedures and statistical testing. Mass appraisal is commonly used to compute real estate tax. There are three traditional real estate valuation methods: the sales comparison approach, income approach, and the cost approach. Mass appraisal models are commonly based on the sales comparison approach. The ordinary least squares (OLS) linear regression is the classical method used to build models in this approach. The method is compared with computational intelligence approaches - support vector machine (SVM) regression, multilayer perceptron (MLP), and a committee of predictors in this paper. All the three predictors are used to build a weighted data-depended committee. A self-organizing map (SOM) generating clusters of value zones is used to obtain the data-dependent aggregation weights. The experimental investigations performed using data cordially provided by the Register center of Lithuania have shown very promising results. The performance of the computational intelligence-based techniques was considerably higher than that obtained using the official real estate models of the Register center. The performance of the committee using the weights based on zones obtained from the SOM was also higher than of that exploiting the real estate value zones provided by the Register center.","['https://dl.acm.org/doi/10.1016/S0167-8655(99)00012-4', 'https://dl.acm.org/doi/10.1016/j.patcog.2004.05.013', 'https://dl.acm.org/doi/10.1162/neco.1997.9.5.1163']"
https://dl.acm.org/doi/10.1145/2996913.2996996,2,Semi-supervised document retrieval,"['Ming Li', 'Hang Li', 'Zhi-Hua Zhou']",Information Processing and Management: an International Journal,,https://doi.org/10.1016/j.ipm.2008.11.002,01 May 2009,21,0,"This paper proposes a new machine learning method for constructing ranking models in document retrieval. The method, which is referred to as SSRank, aims to use the advantages of both the traditional Information Retrieval (IR) methods and the supervised learning methods for IR proposed recently. The advantages include the use of limited amount of labeled data and rich model representation. To do so, the method adopts a semi-supervised learning framework in ranking model construction. Specifically, given a small number of labeled documents with respect to some queries, the method effectively labels the unlabeled documents for the queries. It then uses all the labeled data to train a machine learning model (in our case, Neural Network). In the data labeling, the method also makes use of a traditional IR model (in our case, BM25). A stopping criterion based on machine learning theory is given for the data labeling process. Experimental results on three benchmark datasets and one web search dataset indicate that SSRank consistently and almost always significantly outperforms the baseline methods (unsupervised and supervised learning methods), given the same amount of labeled data. This is because SSRank can effectively leverage the use of unlabeled data in learning.",['https://dl.acm.org/doi/10.1109/ICDM.2006.22']
https://dl.acm.org/doi/10.1145/2996913.2996996,2,Learning geographical preferences for point-of-interest recommendation,"['Bin Liu', 'Yanjie Fu', 'Zijun Yao', 'Hui Xiong']",KDD '13: Proceedings of the 19th ACM SIGKDD international conference on Knowledge discovery and data mining,,https://doi.org/10.1145/2487575.2487673,11 August 2013,334,"3,237","The problem of point of interest (POI) recommendation is to provide personalized recommendations of places of interests, such as restaurants, for mobile users. Due to its complexity and its connection to location based social networks (LBSNs), the decision process of a user choose a POI is complex and can be influenced by various factors, such as user preferences, geographical influences, and user mobility behaviors. While there are some studies on POI recommendations, it lacks of integrated analysis of the joint effect of multiple factors. To this end, in this paper, we propose a novel geographical probabilistic factor analysis framework which strategically takes various factors into consideration. Specifically, this framework allows to capture the geographical influences on a user's check-in behavior. Also, the user mobility behaviors can be effectively exploited in the recommendation model. Moreover, the recommendation model can effectively make use of user check-in count data as implicity user feedback for modeling user preferences. Finally, experimental results on real-world LBSNs data show that the proposed recommendation method outperforms state-of-the-art latent factor models with a significant margin.","['https://dl.acm.org/doi/10.1145/1718487.1718499', 'https://dl.acm.org/doi/10.1145/1557019.1557029', 'https://dl.acm.org/doi/10.1145/2424321.2424348', 'https://dl.acm.org/doi/10.5555/944919.944937', 'https://dl.acm.org/doi/10.5555/2900728.2900731', 'https://dl.acm.org/doi/10.1145/2063576.2063693', 'https://dl.acm.org/doi/10.1145/2020408.2020579', 'https://dl.acm.org/doi/10.1145/1835804.1835918', 'https://dl.acm.org/doi/10.1145/2187836.2187940', 'https://dl.acm.org/doi/10.1109/ICDM.2008.22', 'https://dl.acm.org/doi/10.1109/MC.2009.263', 'https://dl.acm.org/doi/10.5555/3008751.3008829', 'https://dl.acm.org/doi/10.1109/ICDM.2011.118', 'https://dl.acm.org/doi/10.1145/2009916.2009955', 'https://dl.acm.org/doi/10.5555/2981562.2981720', 'https://dl.acm.org/doi/10.1007/978-3-642-00599-2_68', 'https://dl.acm.org/doi/10.1145/1718487.1718522', 'https://dl.acm.org/doi/10.1145/2020408.2020480', 'https://dl.acm.org/doi/10.1145/2009916.2009962', 'https://dl.acm.org/doi/10.1145/2433396.2433446', 'https://dl.acm.org/doi/10.1145/1963405.1963443', 'https://dl.acm.org/doi/10.1145/1772690.1772795', 'https://dl.acm.org/doi/10.1145/1526709.1526816']"
https://dl.acm.org/doi/10.1145/2996913.2996996,2,Linear feature-based models for information retrieval,"['Donald Metzler', 'W. Bruce Croft']",Information Retrieval,,https://doi.org/10.1007/s10791-006-9019-z,01 June 2007,160,0,"There have been a number of linear, feature-based models proposed by the information retrieval community recently. Although each model is presented differently, they all share a common underlying framework. In this paper, we explore and discuss the theoretical issues of this framework, including a novel look at the parameter space. We then detail supervised training algorithms that directly maximize the evaluation metric under consideration, such as mean average precision. We present results that show training models in this way can lead to significantly better test set performance compared to other training methods that do not directly maximize the metric. Finally, we show that linear feature-based models can consistently and significantly outperform current state of the art retrieval models with the correct choice of features.",[]
https://dl.acm.org/doi/10.1145/2996913.2996996,2,BPR: Bayesian personalized ranking from implicit feedback,"['Steffen Rendle', 'Christoph Freudenthaler', 'Zeno Gantner', 'Lars Schmidt-Thieme']",UAI '09: Proceedings of the Twenty-Fifth Conference on Uncertainty in Artificial Intelligence,,,18 June 2009,"1,464","7,276","Item recommendation is the task of predicting a personalized ranking on a set of items (e.g. websites, movies, products). In this paper, we investigate the most common scenario with implicit feedback (e.g. clicks, purchases). There are many methods for item recommendation from implicit feedback like matrix factorization (MF) or adaptive k-nearest-neighbor (kNN). Even though these methods are designed for the item prediction task of personalized ranking, none of them is directly optimized for ranking. In this paper we present a generic optimization criterion BPR-Opt for personalized ranking that is the maximum posterior estimator derived from a Bayesian analysis of the problem. We also provide a generic learning algorithm for optimizing models with respect to BPR-Opt. The learning method is based on stochastic gradient descent with bootstrap sampling. We show how to apply our method to two state-of-the-art recommender models: matrix factorization and adaptive kNN. Our experiments indicate that for the task of personalized ranking our optimization method outperforms the standard learning techniques for MF and kNN. The results show the importance of optimizing models for the right criterion.","['https://dl.acm.org/doi/10.1145/1102351.1102363', 'https://dl.acm.org/doi/10.1145/963770.963776', 'https://dl.acm.org/doi/10.1145/1015330.1015366', 'https://dl.acm.org/doi/10.1145/963770.963774', 'https://dl.acm.org/doi/10.1109/ICDM.2008.22', 'https://dl.acm.org/doi/10.1145/1401890.1401944', 'https://dl.acm.org/doi/10.1109/ICDM.2008.16', 'https://dl.acm.org/doi/10.1145/1454008.1454047', 'https://dl.acm.org/doi/10.1145/1102351.1102441', 'https://dl.acm.org/doi/10.1109/ICDM.2005.46', 'https://dl.acm.org/doi/10.1007/s10994-008-5073-7']"
https://dl.acm.org/doi/10.1145/2996913.2996996,2,Unifying rating-oriented and ranking-oriented collaborative filtering for improved recommendation,"['Yue Shi', 'Martha Larson', 'Alan Hanjalic']","Information Sciences—Informatics and Computer Science, Intelligent Systems, Applications: An International Journal",,https://doi.org/10.1016/j.ins.2012.12.002,01 April 2013,25,0,"We propose a novel unified recommendation model, URM, which combines a rating-oriented collaborative filtering (CF) approach, i.e., probabilistic matrix factorization (PMF), and a ranking-oriented CF approach, i.e., list-wise learning-to-rank with matrix factorization (ListRank). The URM benefits from the rating-oriented perspective and the ranking-oriented perspective by sharing common latent features of users and items in PMF and ListRank. We present an efficient learning algorithm to solve the optimization problem for URM. The computational complexity of the algorithm is shown to be scalable, i.e., to be linear with the number of observed ratings in a given user-item rating matrix. The experimental evaluation is conducted on three public datasets with different scales, allowing validation of the scalability of the proposed URM. Our experiments show the proposed URM significantly outperforms other state-of-the-art recommendation approaches across different datasets and different conditions of user profiles. We also demonstrate that the primary contribution to improve recommendation performance is contributed by the ranking-oriented component, while the rating-oriented component is responsible for a significant enhancement.","['https://dl.acm.org/doi/10.1109/TKDE.2005.99', 'https://dl.acm.org/doi/10.1145/2124295.2124314', 'https://dl.acm.org/doi/10.1145/1273496.1273513', 'https://dl.acm.org/doi/10.1145/1645953.1646033', 'https://dl.acm.org/doi/10.1145/963770.963776', 'https://dl.acm.org/doi/10.1561/1100000009', 'https://dl.acm.org/doi/10.1145/312624.312682', 'https://dl.acm.org/doi/10.1145/963770.963772', 'https://dl.acm.org/doi/10.1145/963770.963774', 'https://dl.acm.org/doi/10.1109/WI-IAT.2011.13', 'https://dl.acm.org/doi/10.1016/j.jcss.2007.04.013', 'https://dl.acm.org/doi/10.1109/MC.2009.263', 'https://dl.acm.org/doi/10.1109/MIC.2003.1167344', 'https://dl.acm.org/doi/10.1145/1390334.1390351', 'https://dl.acm.org/doi/10.1145/1645953.1646050', 'https://dl.acm.org/doi/10.1145/1277741.1277751', 'https://dl.acm.org/doi/10.1007/978-3-642-04754-1_12', 'https://dl.acm.org/doi/10.1109/WI-IAT.2009.257', 'https://dl.acm.org/doi/10.5555/1795114.1795167', 'https://dl.acm.org/doi/10.1145/192844.192905', 'https://dl.acm.org/doi/10.5555/2981562.2981720', 'https://dl.acm.org/doi/10.1145/371920.372071', 'https://dl.acm.org/doi/10.1145/2348283.2348308', 'https://dl.acm.org/doi/10.1145/2365952.2365981', 'https://dl.acm.org/doi/10.1145/1639714.1639736', 'https://dl.acm.org/doi/10.1145/1864708.1864764', 'https://dl.acm.org/doi/10.1145/1148170.1148257', 'https://dl.acm.org/doi/10.1007/s10994-008-5073-7', 'https://dl.acm.org/doi/10.1145/1454008.1454031', 'https://dl.acm.org/doi/10.1145/1297231.1297241']"
https://dl.acm.org/doi/10.1145/2996913.2996996,2,A Bayesian Approximation Method for Online Ranking,"['Ruby C. Weng', 'Chih-Jen Lin']",The Journal of Machine Learning Research,,,01 February 2011,14,633,"This paper describes a Bayesian approximation method to obtain online ranking algorithms for games with multiple teams and multiple players. Recently for Internet games large online ranking systems are much needed. We consider game models in which a k-team game is treated as several two-team games. By approximating the expectation of teams' (or players') performances, we derive simple analytic update rules. These update rules, without numerical integrations, are very easy to interpret and implement. Experiments on game data show that the accuracy of our approach is competitive with state of the art systems such as TrueSkill, but the running time as well as the code is much shorter.",[]
https://dl.acm.org/doi/10.1145/2996913.2996996,2,AdaRank: a boosting algorithm for information retrieval,"['Jun Xu', 'Hang Li']",SIGIR '07: Proceedings of the 30th annual international ACM SIGIR conference on Research and development in information retrieval,,https://doi.org/10.1145/1277741.1277809,23 July 2007,548,"3,118","In this paper we address the issue of learning to rank for document retrieval. In the task, a model is automatically created with some training data and then is utilized for ranking of documents. The goodness of a model is usually evaluated with performance measures such as MAP (Mean Average Precision) and NDCG (Normalized Discounted Cumulative Gain). Ideally a learning algorithm would train a ranking model that could directly optimize the performance measures with respect to the training data. Existing methods, however, are only able to train ranking models by minimizing loss functions loosely related to the performance measures. For example, Ranking SVM and RankBoost train ranking models by minimizing classification errors on instance pairs. To deal with the problem, we propose a novel learning algorithm within the framework of boosting, which can minimize a loss function directly defined on the performance measures. Our algorithm, referred to as AdaRank, repeatedly constructs 'weak rankers' on the basis of reweighted training data and finally linearly combines the weak rankers for making ranking predictions. We prove that the training process of AdaRank is exactly that of enhancing the performance measure used. Experimental results on four benchmark datasets show that AdaRank significantly outperforms the baseline methods of BM25, Ranking SVM, and RankBoost.","['https://dl.acm.org/doi/10.5555/553876', 'https://dl.acm.org/doi/10.1145/1102351.1102363', 'https://dl.acm.org/doi/10.1145/1148170.1148205', 'https://dl.acm.org/doi/10.1007/11776420_44', 'https://dl.acm.org/doi/10.1023/A:1013685603443', 'https://dl.acm.org/doi/10.5555/945365.964285', 'https://dl.acm.org/doi/10.1006/jcss.1997.1504', 'https://dl.acm.org/doi/10.5555/2976456.2976481', 'https://dl.acm.org/doi/10.5555/188490.188557', 'https://dl.acm.org/doi/10.1145/345508.345545', 'https://dl.acm.org/doi/10.1145/775047.775067', 'https://dl.acm.org/doi/10.1145/1102351.1102399', 'https://dl.acm.org/doi/10.1145/383952.383970', 'https://dl.acm.org/doi/10.1145/1008992.1009006', 'https://dl.acm.org/doi/10.1145/290941.291008', 'https://dl.acm.org/doi/10.1145/1076034.1076105', 'https://dl.acm.org/doi/10.5555/645526.657129', 'https://dl.acm.org/doi/10.1023/A:1007614523901', 'https://dl.acm.org/doi/10.1007/s10791-005-6991-7', 'https://dl.acm.org/doi/10.1007/11871842_86', 'https://dl.acm.org/doi/10.1145/1076034.1076068', 'https://dl.acm.org/doi/10.1145/1081870.1081911']"
https://dl.acm.org/doi/10.1145/2996913.2996996,2,Discovering regions of different functions in a city using human mobility and POIs,"['Jing Yuan', 'Yu Zheng', 'Xing Xie']",KDD '12: Proceedings of the 18th ACM SIGKDD international conference on Knowledge discovery and data mining,,https://doi.org/10.1145/2339530.2339561,12 August 2012,825,"5,703","The development of a city gradually fosters different functional regions, such as educational areas and business districts. In this paper, we propose a framework (titled DRoF) that Discovers Regions of different Functions in a city using both human mobility among regions and points of interests (POIs) located in a region. Specifically, we segment a city into disjointed regions according to major roads, such as highways and urban express ways. We infer the functions of each region using a topic-based inference model, which regards a region as a document, a function as a topic, categories of POIs (e.g., restaurants and shopping malls) as metadata (like authors, affiliations, and key words), and human mobility patterns (when people reach/leave a region and where people come from and leave for) as words. As a result, a region is represented by a distribution of functions, and a function is featured by a distribution of mobility patterns. We further identify the intensity of each function in different locations. The results generated by our framework can benefit a variety of applications, including urban planning, location choosing for a business, and social recommendations. We evaluated our method using large-scale and real-world datasets, consisting of two POI datasets of Beijing (in 2010 and 2011) and two 3-month GPS trajectory datasets (representing human mobility) generated by over 12,000 taxicabs in Beijing in 2010 and 2011 respectively. The results justify the advantages of our approach over baseline methods solely using POIs or human mobility.","['https://dl.acm.org/doi/10.1145/2133806.2133826', 'https://dl.acm.org/doi/10.5555/944919.944937', 'https://dl.acm.org/doi/10.1145/2020408.2020523', 'https://dl.acm.org/doi/10.1145/1835804.1835918', 'https://dl.acm.org/doi/10.1109/34.161346', 'https://dl.acm.org/doi/10.1145/2020408.2020571', 'https://dl.acm.org/doi/10.1145/2063212.2063223', 'https://dl.acm.org/doi/10.1016/0377-0427(87)90125-7', 'https://dl.acm.org/doi/10.5555/558008', 'https://dl.acm.org/doi/10.1145/1999320.1999331', 'https://dl.acm.org/doi/10.1145/1963405.1963443', 'https://dl.acm.org/doi/10.1145/2020408.2020462', 'https://dl.acm.org/doi/10.1145/2030112.2030128', 'https://dl.acm.org/doi/10.1145/2030112.2030126', 'https://dl.acm.org/doi/10.5555/2124413']"
